53.JPG|||Winterweide
54.JPG|||Wolf im Tierpark
145.jpg|||Eid-echse
P5121721.JPG|||Frisch gemäht
P5281763.JPG|||Trabant auf der Brala 06
P7062060.JPG|||Brandenburger Allee
P7152065.JPG|||Abendstimmung am Riewensee
P8042317.JPG|||Sonnenuntergang in Berge
