P7021988.JPG|||Die Miniaturisierung vorangetrieben...
P7022003.JPG|||Grafitti in Flensburg
P7042047.JPG|||Segelboot in der Schlei
P7042048.JPG|||Reedhaus an der Schlei
P7172081.JPG|||Teich des Ostsee Hotels in Dierhagen
P7182133.JPG|||Sonnenuntergang Ostsee
